"","from","to","x2","var0","var1","var2","var3","var4","var5","var6","var7","var8","var9","var10","var11","var12","var13","var14","var15","var16","var17","var18","var19","var20","var21","var22","var23","var24","atividade","acesso","acesso_positivo","acesso_negativo","confianca","acessoeconfianca","total","neg_x2","neg_var0","neg_var1","neg_var2","neg_var3","neg_var4","neg_var5","neg_var6","neg_var7","neg_var8","neg_var9","neg_var10","neg_var11","neg_var12","neg_var13","neg_var14","neg_var15","neg_var16","neg_var17","neg_var18","neg_var19","neg_var20","neg_var21","neg_var22","neg_var23","neg_var24","neg_atividade","neg_acesso","neg_acesso_positivo","neg_acesso_negativo","neg_confianca","neg_acessoeconfianca","neg_total","weight","aux_var3","equalone"
"72","CRE_SOC_ CREAS Norte","UAP_URB_ Santa Cruz",1,1,1,0,1,0,0,0,3,3,3,1,3,3,1,1,1,3,3,3,3,3,3,3,3,3,2,22,17,5,24,46,48,1,1,1,0,1,0,0,0,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,7,7,5,8,15,17,1,1,1
"73","AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)","UAP_URB_ Santa Cruz",1,0,0,1,1,0,0,0,3,3,2,3,2,2,3,1,1,3,3,3,2,2,3,2,3,3,2,23,18,5,21,44,46,1,0,0,1,1,0,0,0,1,1,0,1,0,0,-1,1,1,1,1,1,0,0,1,0,1,1,2,4,4,5,5,9,11,1,1,1
"74","ENT_SOC_ Território Aliança pela Vida  Zona Norte","UAP_URB_ São Judas Tadeu",1,1,1,1,1,1,1,0,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,5,26,21,5,24,50,55,1,1,1,1,1,1,1,0,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,5,7,7,5,8,15,20,1,1,1
"75","ASS_HOS_ Serviço de Controle e Prevenção e Tratamento do Tabagismo (SECOPTT)","UAP_URB_ São Judas Tadeu",1,1,1,1,1,1,1,0,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,5,24,19,5,24,48,53,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,9,9,5,8,17,22,1,1,1
"76","CAPS_CO_ CAPS HU","UAP_URB_ São Judas Tadeu",1,1,0,0,1,0,0,0,3,3,3,3,2,2,3,1,3,2,2,2,3,2,3,1,3,3,1,25,19,6,19,44,45,1,1,0,0,1,0,0,0,1,1,1,1,0,0,-1,1,-1,0,0,0,1,0,1,-1,1,1,1,3,5,6,3,6,7,1,1,1
"77","CRE_SOC_ CREAS Norte","UAP_URB_ São Judas Tadeu",1,1,1,0,1,0,0,0,3,3,3,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,2,18,13,5,24,42,44,1,1,1,0,1,0,0,0,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,5,8,11,13,1,1,1
"78","AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)","UAP_URB_ São Judas Tadeu",1,0,0,1,1,0,0,0,3,3,2,3,2,2,3,1,1,3,3,3,2,2,3,2,3,3,2,23,18,5,21,44,46,1,0,0,1,1,0,0,0,1,1,0,1,0,0,-1,1,1,1,1,1,0,0,1,0,1,1,2,4,4,5,5,9,11,1,1,1
"79","CAPS_CO_ CAPS IJ","UAP_URB_ Vila Esperança",1,0,1,1,1,0,0,0,1,3,1,2,3,3,3,1,3,1,2,1,3,3,1,2,3,3,3,21,16,5,18,39,42,1,0,1,1,1,0,0,0,-1,1,-1,0,1,1,-1,1,-1,-1,0,-1,1,1,-1,0,1,1,3,0,2,5,2,2,5,1,1,1
"80","CRAS_AS_ CRAS Norte Benfica","UAP_URB_ Vila Esperança",1,1,1,1,1,1,0,0,3,3,3,2,2,3,2,1,3,2,2,2,2,2,2,2,3,3,4,24,18,6,18,42,46,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,-1,0,0,0,0,0,0,0,1,1,4,4,6,6,2,6,10,1,1,1
"81","CRE_SOC_ CREAS Norte","UAP_URB_ Vila Esperança",1,1,1,0,1,0,0,0,3,3,3,1,3,3,1,1,1,3,3,3,3,3,3,3,3,3,2,22,17,5,24,46,48,1,1,1,0,1,0,0,0,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,7,7,5,8,15,17,1,1,1
"82","AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)","UAP_URB_ Vila Esperança",1,0,0,1,1,0,0,0,3,3,2,3,2,2,3,1,1,3,3,3,2,2,3,2,3,3,2,23,18,5,21,44,46,1,0,0,1,1,0,0,0,1,1,0,1,0,0,-1,1,1,1,1,1,0,0,1,0,1,1,2,4,4,5,5,9,11,1,1,1
"83","ASS_HOS_ Serviço de Controle e Prevenção e Tratamento do Tabagismo (SECOPTT)","UAP_URB_ Alto Grajaú",1,1,1,1,1,1,1,0,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,5,24,19,5,24,48,53,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,9,9,5,8,17,22,1,1,1
"84","CAPS_CO_ CAPS Leste","UAP_URB_ Alto Grajaú",1,1,1,1,1,0,1,0,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,4,28,19,9,24,52,56,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,4,5,9,9,8,13,17,1,1,1
"85","CRAS_AS_ CRAS Leste São Benedito","UAP_URB_ Alto Grajaú",1,1,1,1,1,0,0,0,3,3,1,2,1,1,3,1,1,2,2,2,3,3,3,1,3,3,3,18,14,4,20,38,41,1,1,1,1,1,0,0,0,1,1,-1,0,-1,-1,-1,1,1,0,0,0,1,1,1,-1,1,1,3,0,0,4,4,4,7,1,1,1
"86","CRE_SOC_ CREAS Idoso e Mulher","UAP_URB_ Alto Grajaú",1,1,1,1,1,0,1,0,3,3,3,3,2,2,2,1,1,3,2,3,3,3,3,2,3,3,4,23,18,5,22,45,49,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,4,6,6,5,6,12,16,1,1,1
"87","CAPS_CO_ CAPS Leste","UAP_URB_ Filgueiras",1,1,1,1,1,0,1,0,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,4,28,19,9,24,52,56,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,4,5,9,9,8,13,17,1,1,1
"88","CRAS_AS_ CRAS Nordeste Grama","UAP_URB_ Filgueiras",1,0,1,1,1,0,0,0,3,3,3,3,2,3,1,3,1,2,2,2,2,2,3,1,3,3,3,24,18,6,18,42,45,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,-1,1,0,0,0,0,0,1,-1,1,1,3,6,8,6,2,8,11,1,1,1
"89","CRE_SOC_ CREAS Idoso e Mulher","UAP_URB_ Filgueiras",1,1,1,1,1,0,1,0,3,3,3,3,2,2,2,1,1,3,2,3,3,3,3,2,3,3,4,23,18,5,22,45,49,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,4,6,6,5,6,12,16,1,1,1
"90","CAPS_CO_ CAPS Leste","UAP_URB_ Linhares",1,1,1,1,1,0,1,0,1,1,1,1,1,3,1,3,3,1,2,2,3,3,3,1,3,3,4,16,9,7,20,36,40,1,1,1,1,1,0,1,0,-1,-1,-1,-1,-1,1,1,-1,-1,-1,0,0,1,1,1,-1,1,1,4,-5,-1,7,4,-1,3,1,1,1
"91","CRE_SOC_ CREAS Idoso e Mulher","UAP_URB_ Linhares",1,1,1,1,1,0,1,0,3,3,3,3,2,2,2,1,1,3,2,3,3,3,3,2,3,3,4,23,18,5,22,45,49,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,4,6,6,5,6,12,16,1,1,1
"92","UAP_URB_ Parque Guarani","UAP_URB_ Marumbí",1,0,0,0,1,0,0,0,3,3,3,3,3,3,1,2,1,3,3,3,3,3,3,3,3,3,1,25,19,6,24,49,50,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,8,9,6,8,16,17,1,1,1
"93","CAPS_CO_ CAPS Leste","UAP_URB_ Marumbí",1,1,1,1,1,0,1,0,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,4,28,19,9,24,52,56,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,4,5,9,9,8,13,17,1,1,1
"94","CRE_SOC_ CREAS Idoso e Mulher","UAP_URB_ Marumbí",1,1,1,1,1,0,1,0,3,3,3,3,2,2,2,1,1,3,2,3,3,3,3,2,3,3,4,23,18,5,22,45,49,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,4,6,6,5,6,12,16,1,1,1
"95","ASS_HOS_ Serviço de Controle e Prevenção e Tratamento do Tabagismo (SECOPTT)","UAP_URB_ Nossa Senhora Aparecida",1,1,1,1,1,1,1,0,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,5,24,19,5,24,48,53,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,9,9,5,8,17,22,1,1,1
"96","CAPS_CO_ CAPS Leste","UAP_URB_ Nossa Senhora Aparecida",1,1,1,1,1,0,1,0,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,4,28,19,9,24,52,56,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,4,5,9,9,8,13,17,1,1,1
"97","CRAS_AS_ CRAS Leste São Benedito","UAP_URB_ Nossa Senhora Aparecida",1,1,1,0,1,0,0,0,3,3,1,2,1,1,3,1,1,2,2,2,3,3,3,1,3,3,2,18,14,4,20,38,40,1,1,1,0,1,0,0,0,1,1,-1,0,-1,-1,-1,1,1,0,0,0,1,1,1,-1,1,1,2,0,0,4,4,4,6,1,1,1
"98","CRE_SOC_ CREAS Idoso e Mulher","UAP_URB_ Nossa Senhora Aparecida",1,1,1,1,1,0,1,0,3,3,3,3,2,2,2,1,1,3,2,3,3,3,3,2,3,3,4,23,18,5,22,45,49,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,4,6,6,5,6,12,16,1,1,1
"99","CAPS_CO_ CAPS Leste","UAP_URB_ Progresso",1,1,1,1,1,0,1,0,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,4,28,19,9,24,52,56,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,4,5,9,9,8,13,17,1,1,1
"100","CRE_SOC_ CREAS Idoso e Mulher","UAP_URB_ Progresso",1,1,1,1,1,0,1,0,3,3,3,3,2,2,2,1,1,3,2,3,3,3,3,2,3,3,4,23,18,5,22,45,49,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,4,6,6,5,6,12,16,1,1,1
"101","ASS_HOS_ Serviço de Controle e Prevenção e Tratamento do Tabagismo (SECOPTT)","UAP_URB_ Santa Cândida/São Sebastião",1,1,1,1,1,1,1,0,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,5,24,19,5,24,48,53,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,9,9,5,8,17,22,1,1,1
"102","CAPS_CO_ CAPS Leste","UAP_URB_ Santa Cândida/São Sebastião",1,1,1,1,1,0,1,0,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,4,28,19,9,24,52,56,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,4,5,9,9,8,13,17,1,1,1
"103","CRAS_AS_ CRAS Leste São Benedito","UAP_URB_ Santa Cândida/São Sebastião",1,1,1,1,1,0,0,0,3,3,1,2,1,1,1,1,1,2,2,2,3,3,3,1,3,3,3,16,12,4,20,36,39,1,1,1,1,1,0,0,0,1,1,-1,0,-1,-1,1,1,1,0,0,0,1,1,1,-1,1,1,3,2,2,4,4,6,9,1,1,1
"104","CRE_SOC_ CREAS Idoso e Mulher","UAP_URB_ Santa Cândida/São Sebastião",1,1,1,1,1,0,1,0,3,3,3,3,2,2,2,1,1,3,2,3,3,3,3,2,3,3,4,23,18,5,22,45,49,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,4,6,6,5,6,12,16,1,1,1
"105","CAPS_CO_ CAPS Leste","UAP_URB_ Santa Rita",1,1,1,1,1,0,1,0,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,4,28,19,9,24,52,56,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,4,5,9,9,8,13,17,1,1,1
"106","CRE_SOC_ CREAS Idoso e Mulher","UAP_URB_ Santa Rita",1,1,1,1,1,0,1,0,3,3,3,3,2,2,2,1,1,3,2,3,3,3,3,2,3,3,4,23,18,5,22,45,49,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,4,6,6,5,6,12,16,1,1,1
"107","ASS_HOS_ Serviço de Controle e Prevenção e Tratamento do Tabagismo (SECOPTT)","UAP_URB_ São Benedito",1,1,1,1,1,1,1,0,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,5,24,19,5,24,48,53,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,9,9,5,8,17,22,1,1,1
"108","CAPS_CO_ CAPS Leste","UAP_URB_ São Benedito",1,1,1,1,1,0,1,0,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,4,28,19,9,24,52,56,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,4,5,9,9,8,13,17,1,1,1
"109","CRAS_AS_ CRAS Leste São Benedito","UAP_URB_ São Benedito",1,1,1,1,1,0,0,0,3,3,1,2,1,1,1,1,1,2,2,2,3,3,3,1,3,3,3,16,12,4,20,36,39,1,1,1,1,1,0,0,0,1,1,-1,0,-1,-1,1,1,1,0,0,0,1,1,1,-1,1,1,3,2,2,4,4,6,9,1,1,1
"110","CRE_SOC_ CREAS Idoso e Mulher","UAP_URB_ São Benedito",1,1,1,1,1,0,1,0,3,3,3,3,2,2,2,1,1,3,2,3,3,3,3,2,3,3,4,23,18,5,22,45,49,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,4,6,6,5,6,12,16,1,1,1
"111","ASS_HOS_ Serviço de Controle e Prevenção e Tratamento do Tabagismo (SECOPTT)","UAP_URB_ Bairro de Lourdes",1,1,1,1,1,1,1,0,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,5,24,19,5,24,48,53,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,9,9,5,8,17,22,1,1,1
"112","CRAS_AS_ CRAS Sudeste Costa Carvalho","UAP_URB_ Bairro de Lourdes",1,1,1,1,1,0,1,0,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,2,3,3,4,24,19,5,23,47,51,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,4,9,9,5,7,16,20,1,1,1
"113","CRE_SOC_ CREAS Idoso e Mulher","UAP_URB_ Bairro de Lourdes",1,1,1,1,1,0,1,0,3,3,3,3,2,2,2,1,1,3,2,3,3,3,3,2,3,3,4,23,18,5,22,45,49,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,4,6,6,5,6,12,16,1,1,1
"114","ASS_HOS_ Serviço de Controle e Prevenção e Tratamento do Tabagismo (SECOPTT)","UAP_URB_ Furtado de Menezes",1,1,1,1,1,1,1,0,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,5,24,19,5,24,48,53,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,9,9,5,8,17,22,1,1,1
"115","CRE_SOC_ CREAS Idoso e Mulher","UAP_URB_ Furtado de Menezes",1,1,1,1,1,0,1,0,3,3,3,3,2,2,2,1,1,3,2,3,3,3,3,2,3,3,4,23,18,5,22,45,49,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,4,6,6,5,6,12,16,1,1,1
"116","CAPS_CO_ CAPS IJ","UAP_URB_ Jardim da Lua",1,0,1,1,1,0,0,0,1,3,1,2,3,3,3,1,3,1,2,1,3,3,1,2,3,3,3,21,16,5,18,39,42,1,0,1,1,1,0,0,0,-1,1,-1,0,1,1,-1,1,-1,-1,0,-1,1,1,-1,0,1,1,3,0,2,5,2,2,5,1,1,1
"117","CRAS_AS_ CRAS Sudeste Costa Carvalho","UAP_URB_ Jardim da Lua",1,1,1,1,1,0,1,0,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,2,3,3,4,24,19,5,23,47,51,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,4,9,9,5,7,16,20,1,1,1
"118","CRE_SOC_ CREAS Idoso e Mulher","UAP_URB_ Jardim da Lua",1,1,1,1,1,0,1,0,3,3,3,3,2,2,2,1,1,3,2,3,3,3,3,2,3,3,4,23,18,5,22,45,49,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,4,6,6,5,6,12,16,1,1,1
"119","ASS_HOS_ Serviço de Controle e Prevenção e Tratamento do Tabagismo (SECOPTT)","UAP_URB_ Jardim Esperança",1,1,1,1,1,1,1,0,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,5,24,19,5,24,48,53,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,9,9,5,8,17,22,1,1,1
"120","CRAS_AS_ CRAS Sudeste Costa Carvalho","UAP_URB_ Jardim Esperança",1,1,1,1,1,0,1,0,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,2,3,3,4,24,19,5,23,47,51,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,4,9,9,5,7,16,20,1,1,1
"121","CRE_SOC_ CREAS Idoso e Mulher","UAP_URB_ Jardim Esperança",1,1,1,1,1,0,1,0,3,3,3,3,2,2,2,1,1,3,2,3,3,3,3,2,3,3,4,23,18,5,22,45,49,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,4,6,6,5,6,12,16,1,1,1
"122","CRAS_AS_ CRAS Sudeste Costa Carvalho","UAP_URB_ Retiro",1,1,1,1,1,0,1,0,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,2,3,3,4,24,19,5,23,47,51,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,4,9,9,5,7,16,20,1,1,1
"123","CRE_SOC_ CREAS Idoso e Mulher","UAP_URB_ Retiro",1,1,1,1,1,0,1,0,3,3,3,3,2,2,2,1,1,3,2,3,3,3,3,2,3,3,4,23,18,5,22,45,49,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,4,6,6,5,6,12,16,1,1,1
"124","CAPS_CO_ CAPS HU","UAP_URB_ Santo Antônio",1,1,0,0,1,0,0,0,3,3,3,3,2,2,3,1,3,2,2,2,3,2,3,1,3,3,1,25,19,6,19,44,45,1,1,0,0,1,0,0,0,1,1,1,1,0,0,-1,1,-1,0,0,0,1,0,1,-1,1,1,1,3,5,6,3,6,7,1,1,1
"125","CRAS_AS_ CRAS Sudeste Costa Carvalho","UAP_URB_ Santo Antônio",1,1,1,1,1,0,1,0,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,2,3,3,4,24,19,5,23,47,51,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,4,9,9,5,7,16,20,1,1,1
"126","CRE_SOC_ CREAS Idoso e Mulher","UAP_URB_ Santo Antônio",1,1,1,1,1,0,1,0,3,3,3,3,2,2,2,1,1,3,2,3,3,3,3,2,3,3,4,23,18,5,22,45,49,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,4,6,6,5,6,12,16,1,1,1
"127","ENT_SOC_ Associação Casa Viva","UAP_URB_ Vila Ideal",1,1,1,1,1,1,1,0,3,3,3,3,3,3,1,2,1,3,2,2,3,3,3,3,3,3,5,25,19,6,22,47,52,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,5,8,9,6,6,14,19,1,1,1
"128","ASS_HOS_ Serviço de Controle e Prevenção e Tratamento do Tabagismo (SECOPTT)","UAP_URB_ Vila Ideal",1,1,1,1,1,1,1,0,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,5,24,19,5,24,48,53,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,9,9,5,8,17,22,1,1,1
"129","CRE_SOC_ CREAS Idoso e Mulher","UAP_URB_ Vila Ideal",1,1,1,1,1,0,1,0,3,3,3,3,2,2,2,1,1,3,2,3,3,3,3,2,3,3,4,23,18,5,22,45,49,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,4,6,6,5,6,12,16,1,1,1
"130","CON_RUA_ Equipe de Consultório na Rua (UAPS de referência Vila Ideal)","UAP_URB_ Vila Ideal",1,1,1,1,1,1,1,0,3,3,3,3,3,3,1,1,1,2,2,2,3,3,3,3,3,3,5,23,19,4,22,45,50,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,5,9,9,4,6,15,20,1,1,1
"131","CON_RUA_ Equipe de Consultório na Rua (Associação Casa Viva)","UAP_URB_ Vila Ideal",1,1,1,1,1,1,1,0,3,3,3,3,3,3,1,1,1,2,2,2,3,3,3,3,3,3,5,23,19,4,22,45,50,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,5,9,9,4,6,15,20,1,1,1
"132","CRE_SOC_ CREAS Idoso e Mulher","UAP_URB_ Vila Olavo Costa",1,1,1,1,1,0,1,0,3,3,3,3,2,2,2,1,1,3,2,3,3,3,3,2,3,3,4,23,18,5,22,45,49,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,4,6,6,5,6,12,16,1,1,1
"133","CRE_SOC_ CREAS Idoso e Mulher","UAP_URB_ Cruzeiro do Sul",1,1,1,1,1,0,1,0,3,3,3,3,2,2,2,1,1,3,2,3,3,3,3,2,3,3,4,23,18,5,22,45,49,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,4,6,6,5,6,12,16,1,1,1
"134","CAPS_CO_ CAPS IJ","UAP_URB_ Ipiranga",1,0,1,1,1,0,0,0,1,3,1,2,3,3,3,1,3,1,2,1,3,3,1,2,3,3,3,21,16,5,18,39,42,1,0,1,1,1,0,0,0,-1,1,-1,0,1,1,-1,1,-1,-1,0,-1,1,1,-1,0,1,1,3,0,2,5,2,2,5,1,1,1
"135","CRE_SOC_ CREAS Idoso e Mulher","UAP_URB_ Ipiranga",1,1,1,1,1,0,1,0,3,3,3,3,2,2,2,1,1,3,2,3,3,3,3,2,3,3,4,23,18,5,22,45,49,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,4,6,6,5,6,12,16,1,1,1
"136","ASS_HOS_ Serviço de Controle e Prevenção e Tratamento do Tabagismo (SECOPTT)","UAP_URB_ Santa Efigênia",1,1,1,1,1,1,1,0,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,5,24,19,5,24,48,53,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,9,9,5,8,17,22,1,1,1
"137","CAPS_CO_ CAPS IJ","UAP_URB_ Santa Efigênia",1,0,1,1,1,0,0,0,1,3,1,2,3,3,3,1,3,1,2,1,3,3,1,2,3,3,3,21,16,5,18,39,42,1,0,1,1,1,0,0,0,-1,1,-1,0,1,1,-1,1,-1,-1,0,-1,1,1,-1,0,1,1,3,0,2,5,2,2,5,1,1,1
"138","CRE_SOC_ CREAS Idoso e Mulher","UAP_URB_ Santa Efigênia",1,1,1,1,1,0,1,0,3,3,3,3,2,2,2,1,1,3,2,3,3,3,3,2,3,3,4,23,18,5,22,45,49,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,4,6,6,5,6,12,16,1,1,1
"139","RES_TER_ Casa V2","UAP_URB_ Santa Luzia",1,1,1,1,1,1,0,0,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,4,24,19,5,24,48,52,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,9,9,5,8,17,21,1,1,1
"140","RES_TER_ Casa V3","UAP_URB_ Santa Luzia",1,1,1,1,1,1,0,0,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,4,24,19,5,24,48,52,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,9,9,5,8,17,21,1,1,1
"141","RES_TER_ Casa V4","UAP_URB_ Santa Luzia",1,1,1,1,1,1,0,0,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,4,24,19,5,24,48,52,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,9,9,5,8,17,21,1,1,1
"142","RES_TER_ Casa V5","UAP_URB_ Santa Luzia",1,1,1,1,1,1,0,0,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,4,24,19,5,24,48,52,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,9,9,5,8,17,21,1,1,1
"143","RES_TER_ Casa V6","UAP_URB_ Santa Luzia",1,1,1,1,1,1,0,0,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,4,26,19,7,24,50,54,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,4,7,9,7,8,15,19,1,1,1
"144","ASS_HOS_ Serviço de Controle e Prevenção e Tratamento do Tabagismo (SECOPTT)","UAP_URB_ Santa Luzia",1,1,1,1,1,1,1,0,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,5,24,19,5,24,48,53,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,9,9,5,8,17,22,1,1,1
"145","CAPS_CO_ CAPS IJ","UAP_URB_ Santa Luzia",1,0,1,1,1,0,0,0,1,3,1,2,3,3,3,1,3,1,2,1,3,3,1,2,3,3,3,21,16,5,18,39,42,1,0,1,1,1,0,0,0,-1,1,-1,0,1,1,-1,1,-1,-1,0,-1,1,1,-1,0,1,1,3,0,2,5,2,2,5,1,1,1
