"","from","to","x2","var0","var1","var2","var3","var4","var5","var6","var7","var8","var9","var10","var11","var12","var13","var14","var15","var16","var17","var18","var19","var20","var21","var22","var23","var24","atividade","acesso","acesso_positivo","acesso_negativo","confianca","acessoeconfianca","total","neg_x2","neg_var0","neg_var1","neg_var2","neg_var3","neg_var4","neg_var5","neg_var6","neg_var7","neg_var8","neg_var9","neg_var10","neg_var11","neg_var12","neg_var13","neg_var14","neg_var15","neg_var16","neg_var17","neg_var18","neg_var19","neg_var20","neg_var21","neg_var22","neg_var23","neg_var24","neg_atividade","neg_acesso","neg_acesso_positivo","neg_acesso_negativo","neg_confianca","neg_acessoeconfianca","neg_total","weight","aux_var6","equalone"
"67","UAP_URB_ Cruzeiro do Sul","ASS_HOS_ Serviço de Controle e Prevenção e Tratamento do Tabagismo (SECOPTT)",1,0,1,0,1,0,0,1,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,1,3,3,3,26,21,5,22,48,51,1,0,1,0,1,0,0,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,3,7,7,5,6,13,16,1,1,1
"68","UAP_URB_ Parque Guarani","ASS_HOS_ Serviço de Controle e Prevenção e Tratamento do Tabagismo (SECOPTT)",1,0,0,1,0,1,0,1,3,3,3,3,3,3,1,2,1,3,3,3,3,3,3,3,3,3,3,25,19,6,24,49,52,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,3,8,9,6,8,16,19,1,1,1
"69","UAP_URB_ Jardim Natal","CAPS_AD",1,1,1,1,0,0,0,1,1,2,3,3,3,3,1,1,1,3,3,3,3,3,2,1,3,3,3,21,16,5,21,42,45,1,1,1,1,0,0,0,1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,-1,1,1,3,6,6,5,5,11,14,1,1,1
"70","UAP_URB_ Linhares","CAPS_AD",1,1,1,1,1,0,0,1,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,4,28,19,9,24,52,56,1,1,1,1,1,0,0,1,1,1,1,1,0,0,-1,-1,-1,1,1,1,1,1,1,1,1,1,4,1,5,9,8,9,13,1,1,1
"71","UAP_URB_ Bairro de Lourdes","CAPS_AD",1,1,1,0,0,0,0,1,3,3,3,3,1,3,1,1,1,3,3,3,3,3,3,3,3,3,2,22,17,5,24,46,48,1,1,1,0,0,0,0,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,7,7,5,8,15,17,1,1,1
"72","UAP_URB_ Furtado de Menezes","CAPS_AD",1,1,1,0,1,1,0,1,3,3,3,3,3,3,1,1,2,3,3,3,3,3,3,3,3,3,4,25,19,6,24,49,53,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,4,8,9,6,8,16,20,1,1,1
"73","UAP_URB_ Cruzeiro do Sul","CAPS_AD",1,1,1,1,1,0,0,1,1,3,3,3,3,3,2,3,3,2,3,1,3,3,3,1,3,3,4,26,18,8,20,46,50,1,1,1,1,1,0,0,1,-1,1,1,1,1,1,0,-1,-1,0,1,-1,1,1,1,-1,1,1,4,2,6,8,4,6,10,1,1,1
"74","UAP_URB_ Vale Verde","CAPS_AD",1,1,1,1,0,0,0,1,3,3,1,1,1,1,1,3,1,3,3,3,3,3,3,3,3,3,3,18,11,7,24,42,45,1,1,1,1,0,0,0,1,1,1,-1,-1,-1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,3,-1,1,7,8,7,10,1,1,1
"75","EA_DQCT_ Centro de Recuperação Resgatando Vidas (Escritório)","CAPS_AD",1,1,1,1,1,1,0,1,3,3,3,1,1,1,1,1,3,2,2,3,1,3,3,1,3,3,5,19,13,6,19,38,43,1,1,1,1,1,1,0,1,1,1,1,-1,-1,-1,1,1,-1,0,0,1,-1,1,1,-1,1,1,5,1,3,6,3,4,9,1,1,1
"76","UAP_URB_ Bairro de Lourdes","CAPS_CO_ CAPS Casa Viva",1,1,1,1,0,0,0,1,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,3,24,19,5,24,48,51,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,9,9,5,8,17,20,1,1,1
"77","UAP_URB_ Cruzeiro do Sul","CAPS_CO_ CAPS Casa Viva",1,1,1,1,1,0,0,1,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,1,3,3,4,26,21,5,22,48,52,1,1,1,1,1,0,0,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,4,7,7,5,6,13,17,1,1,1
"78","UAP_URB_ Santa Efigênia","CAPS_CO_ CAPS Casa Viva",1,1,1,1,1,0,0,1,3,2,2,2,1,1,3,3,3,3,3,3,3,3,3,1,3,3,4,23,14,9,22,45,49,1,1,1,1,1,0,0,1,1,0,0,0,-1,-1,-1,-1,-1,1,1,1,1,1,1,-1,1,1,4,-4,0,9,6,2,6,1,1,1
"79","RES_TER_ Casa 7","CAPS_CO_ CAPS Casa Viva",1,1,1,1,1,0,0,1,3,3,3,3,3,3,1,1,1,3,3,3,1,3,3,3,3,3,4,24,19,5,22,46,50,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,4,9,9,5,6,15,19,1,1,1
"80","RES_TER_ Casa V1","CAPS_CO_ CAPS Casa Viva",1,1,1,1,1,1,0,1,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,5,26,19,7,24,50,55,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,5,7,9,7,8,15,20,1,1,1
"81","RES_TER_ Casa V2","CAPS_CO_ CAPS Casa Viva",1,1,1,1,1,1,0,1,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,5,24,19,5,24,48,53,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,9,9,5,8,17,22,1,1,1
"82","RES_TER_ Casa V3","CAPS_CO_ CAPS Casa Viva",1,1,1,1,1,1,0,1,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,5,24,19,5,24,48,53,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,9,9,5,8,17,22,1,1,1
"83","RES_TER_ Casa V4","CAPS_CO_ CAPS Casa Viva",1,1,1,1,1,1,0,1,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,5,24,19,5,24,48,53,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,9,9,5,8,17,22,1,1,1
"84","RES_TER_ Casa V5","CAPS_CO_ CAPS Casa Viva",1,1,1,1,1,1,0,1,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,5,24,19,5,24,48,53,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,9,9,5,8,17,22,1,1,1
"85","RES_TER_ Casa V6","CAPS_CO_ CAPS Casa Viva",1,1,1,1,1,1,0,1,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,5,26,19,7,24,50,55,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,5,7,9,7,8,15,20,1,1,1
"86","ENT_SOC_ Associação Casa Viva","CAPS_CO_ CAPS Casa Viva",1,1,1,1,1,1,0,1,3,3,2,3,3,3,1,2,1,3,3,3,3,3,3,3,3,3,5,24,18,6,24,48,53,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,5,7,8,6,8,15,20,1,1,1
"87","UAP_URB_ Linhares","CAPS_CO_ CAPS Leste",1,1,1,1,1,0,0,1,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,4,28,19,9,24,52,56,1,1,1,1,1,0,0,1,1,1,1,1,0,0,-1,-1,-1,1,1,1,1,1,1,1,1,1,4,1,5,9,8,9,13,1,1,1
"88","UAP_URB_ Santa Cândida/São Sebastião","CAPS_CO_ CAPS Leste",1,1,1,1,1,0,0,1,3,3,3,1,1,2,3,1,3,3,3,3,3,3,3,1,3,3,4,23,16,7,22,45,49,1,1,1,1,1,0,0,1,1,1,1,-1,-1,0,-1,1,-1,1,1,1,1,1,1,-1,1,1,4,0,2,7,6,6,10,1,1,1
"89","UAP_URB_ São Benedito","CAPS_CO_ CAPS Leste",1,1,1,1,1,0,0,1,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,4,24,19,5,24,48,52,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,9,9,5,8,17,21,1,1,1
"90","UAP_URB_ Cruzeiro do Sul","CRA_SOC_ CRAS Sul Ipiranga",1,0,1,1,1,0,0,1,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,4,29,20,9,24,53,57,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,-1,-1,1,1,1,1,1,1,1,1,1,4,4,8,9,8,12,16,1,1,1
"91","UAP_URB_ Santa Efigênia","CRA_SOC_ CRAS Sul Ipiranga",1,1,1,1,1,0,0,1,3,2,3,2,1,1,2,3,3,3,3,3,3,3,3,1,3,3,4,23,14,9,22,45,49,1,1,1,1,1,0,0,1,1,0,1,0,-1,-1,0,-1,-1,1,1,1,1,1,1,-1,1,1,4,-2,2,9,6,4,8,1,1,1
"92","ENT_SOC_ Grupo Espírita de Ajuda aos Enfermos (GEDAE)","CRE_SOC_ CREAS Idoso e Mulher",1,1,1,0,1,0,0,1,3,3,3,3,3,3,3,2,1,3,3,3,3,3,3,3,3,3,3,27,21,6,24,51,54,1,1,1,0,1,0,0,1,1,1,1,1,1,1,-1,0,1,1,1,1,1,1,1,1,1,1,3,6,7,6,8,14,17,1,1,1
"93","UAP_URB_ Bairro de Lourdes","AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)",1,1,1,1,0,0,0,1,3,3,3,3,1,3,1,1,1,3,3,3,3,3,3,3,3,3,3,22,17,5,24,46,49,1,1,1,1,0,0,0,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,7,7,5,8,15,18,1,1,1
"94","AJU_MUT_ Grupo N.A. Glória","CEN_CON_ Associação TRABALHARTE",1,1,1,1,1,1,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,21,15,6,16,37,43,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,6,0,1,7,1,1,1
"95","AJU_MUT_ Grupo A.A. 29 de Junho","CEN_CON_ Associação TRABALHARTE",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,10,7,3,8,18,24,0,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-3,-3,3,-8,-11,-5,1,1,1
"96","RES_TER_ Casa V1","CEN_CON_ Associação TRABALHARTE",1,1,1,1,1,1,0,1,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,5,26,19,7,24,50,55,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,5,7,9,7,8,15,20,1,1,1
"97","RES_TER_ Casa V2","CEN_CON_ Associação TRABALHARTE",1,1,1,1,1,1,0,1,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,5,24,19,5,24,48,53,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,9,9,5,8,17,22,1,1,1
"98","RES_TER_ Casa V3","CEN_CON_ Associação TRABALHARTE",1,1,1,1,1,1,0,1,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,5,24,19,5,24,48,53,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,9,9,5,8,17,22,1,1,1
"99","RES_TER_ Casa V4","CEN_CON_ Associação TRABALHARTE",1,1,1,1,1,1,0,1,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,5,24,19,5,24,48,53,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,9,9,5,8,17,22,1,1,1
"100","RES_TER_ Casa V5","CEN_CON_ Associação TRABALHARTE",1,1,1,1,1,1,0,1,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,5,24,19,5,24,48,53,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,9,9,5,8,17,22,1,1,1
"101","RES_TER_ Casa V6","CEN_CON_ Associação TRABALHARTE",1,1,1,1,1,1,0,1,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,5,26,19,7,24,50,55,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,5,7,9,7,8,15,20,1,1,1
