"","from","to","x2","var0","var1","var2","var3","var4","var5","var6","var7","var8","var9","var10","var11","var12","var13","var14","var15","var16","var17","var18","var19","var20","var21","var22","var23","var24","atividade","acesso","acesso_positivo","acesso_negativo","confianca","acessoeconfianca","total","neg_x2","neg_var0","neg_var1","neg_var2","neg_var3","neg_var4","neg_var5","neg_var6","neg_var7","neg_var8","neg_var9","neg_var10","neg_var11","neg_var12","neg_var13","neg_var14","neg_var15","neg_var16","neg_var17","neg_var18","neg_var19","neg_var20","neg_var21","neg_var22","neg_var23","neg_var24","neg_atividade","neg_acesso","neg_acesso_positivo","neg_acesso_negativo","neg_confianca","neg_acessoeconfianca","neg_total","aux_x2","weight","equalone"
"383","CAPS_AD","UAP_URB_ Borboleta",1,1,1,1,1,1,0,0,3,3,3,3,3,3,1,3,1,2,3,3,3,3,3,3,3,3,4,25,19,6,24,49,53,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,-1,1,0,1,1,1,1,1,1,1,1,4,7,9,6,8,15,19,1,1,1
"384","CAPS_CO_ CAPS HU","UAP_URB_ Borboleta",1,1,1,1,1,0,1,0,2,3,3,3,2,2,1,1,1,3,2,2,3,2,3,1,3,3,4,21,16,5,19,40,44,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,0,1,-1,1,1,4,6,6,5,3,9,13,1,1,1
"385","CRAS_AS_ CRAS Oeste São Pedro","UAP_URB_ Borboleta",1,1,1,1,1,0,0,0,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,3,24,19,5,24,48,51,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,9,9,5,8,17,20,1,1,1
"386","CRE_SOC_ CREAS Idoso e Mulher","UAP_URB_ Borboleta",1,1,1,1,1,0,1,0,3,3,3,3,2,2,2,1,1,3,2,3,3,3,3,2,3,3,4,23,18,5,22,45,49,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,4,6,6,5,6,12,16,1,1,1
"387","UAP_URB_ São Pedro","UAP_URB_ Santos Dumont",1,1,1,1,1,0,0,0,2,3,3,1,2,2,2,3,1,3,3,3,3,3,3,2,3,3,3,22,15,7,23,45,48,1,1,1,1,1,0,0,0,0,1,1,-1,0,0,0,-1,1,1,1,1,1,1,1,0,1,1,3,1,3,7,7,8,11,1,1,1
"388","ASS_HOS_ Centro de Referência em Álcool e Drogas (RADCAS)  Hospital Universitário","UAP_URB_ Santos Dumont",1,1,0,1,1,0,1,0,3,3,1,1,3,2,1,1,1,3,3,3,2,2,3,1,3,3,3,19,14,5,20,39,42,1,1,0,1,1,0,1,0,1,1,-1,-1,1,0,1,1,1,1,1,1,0,0,1,-1,1,1,3,4,4,5,4,8,11,1,1,1
"389","ASS_HOS_ Hospital de Pronto Socorro – HPS","UAP_URB_ Santos Dumont",1,1,1,1,0,0,0,0,3,3,2,2,2,3,1,2,2,2,2,2,2,2,2,2,3,3,2,22,16,6,18,40,42,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,4,6,6,2,6,8,1,1,1
"390","ASS_HOS_ Serviço de Controle e Prevenção e Tratamento do Tabagismo (SECOPTT)","UAP_URB_ Santos Dumont",1,1,1,1,1,1,1,0,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,5,24,19,5,24,48,53,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,9,9,5,8,17,22,1,1,1
"391","CAPS_AD","UAP_URB_ Santos Dumont",1,1,1,1,1,1,0,0,3,3,3,3,3,3,1,3,1,2,3,3,3,3,3,3,3,3,4,25,19,6,24,49,53,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,-1,1,0,1,1,1,1,1,1,1,1,4,7,9,6,8,15,19,1,1,1
"392","CAPS_CO_ CAPS HU","UAP_URB_ Santos Dumont",1,1,1,1,1,0,1,0,3,3,3,3,2,2,1,1,1,3,3,3,3,2,3,1,3,3,4,22,17,5,21,43,47,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,-1,1,1,4,7,7,5,5,12,16,1,1,1
"393","CRAS_AS_ CRAS Oeste São Pedro","UAP_URB_ Santos Dumont",1,1,1,1,1,0,0,0,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,3,24,19,5,24,48,51,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,9,9,5,8,17,20,1,1,1
"394","CRE_SOC_ CREAS Idoso e Mulher","UAP_URB_ Santos Dumont",1,1,1,1,1,0,1,0,3,3,3,3,2,2,2,1,1,3,2,3,3,3,3,2,3,3,4,23,18,5,22,45,49,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,4,6,6,5,6,12,16,1,1,1
"395","ASS_HOS_ Centro de Referência em Álcool e Drogas (RADCAS)  Hospital Universitário","UAP_URB_ São Pedro",1,1,0,1,1,0,1,0,3,3,1,1,3,2,1,1,1,3,3,3,2,2,3,1,3,3,3,19,14,5,20,39,42,1,1,0,1,1,0,1,0,1,1,-1,-1,1,0,1,1,1,1,1,1,0,0,1,-1,1,1,3,4,4,5,4,8,11,1,1,1
"396","ASS_HOS_ Hospital de Pronto Socorro – HPS","UAP_URB_ São Pedro",1,1,1,1,0,0,0,0,3,3,2,2,2,3,1,2,2,2,2,2,2,2,2,2,3,3,2,22,16,6,18,40,42,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,4,6,6,2,6,8,1,1,1
"397","ASS_HOS_ Serviço de Controle e Prevenção e Tratamento do Tabagismo (SECOPTT)","UAP_URB_ São Pedro",1,1,1,1,1,1,1,0,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,5,24,19,5,24,48,53,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,9,9,5,8,17,22,1,1,1
"398","CAPS_CO_ CAPS HU","UAP_URB_ São Pedro",1,1,1,1,1,0,1,0,3,3,3,3,2,2,1,1,1,3,3,3,3,2,3,1,3,3,4,22,17,5,21,43,47,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,-1,1,1,4,7,7,5,5,12,16,1,1,1
"399","CRAS_AS_ CRAS Oeste São Pedro","UAP_URB_ São Pedro",1,1,1,1,1,0,0,0,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,3,24,19,5,24,48,51,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,9,9,5,8,17,20,1,1,1
"400","CRE_SOC_ CREAS Idoso e Mulher","UAP_URB_ São Pedro",1,1,1,1,1,0,1,0,3,3,3,3,2,2,2,1,1,3,2,3,3,3,3,2,3,3,4,23,18,5,22,45,49,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,4,6,6,5,6,12,16,1,1,1
"401","URG_EME_ Serviço de Atendimento Móvel de Urgência (SAMU)","UAP_URB_ São Pedro",1,1,1,0,0,0,0,0,1,1,1,1,1,3,1,2,1,2,3,2,3,3,3,2,3,3,1,14,9,5,22,36,37,1,1,1,0,0,0,0,0,-1,-1,-1,-1,-1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,-2,-1,5,6,4,5,1,1,1
"402","AJU_MUT_ Escritório de Serviços Locais dos Álcoólicos Anônimos de Juiz de Fora","AJU_MUT_ ALANON Grupo Harmonia",1,0,1,1,0,0,1,0,3,3,3,2,3,3,1,1,1,3,3,3,3,3,3,3,3,3,3,23,18,5,24,47,50,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,8,8,5,8,16,19,1,1,1
"403","CAPS_AD","AJU_MUT_ ALANON Grupo Harmonia",1,1,1,0,0,0,0,0,1,3,3,3,3,3,1,1,1,2,2,2,1,2,2,2,3,3,1,21,17,4,17,38,39,1,1,1,0,0,0,0,0,-1,1,1,1,1,1,1,1,1,0,0,0,-1,0,0,0,1,1,1,7,7,4,1,8,9,1,1,1
"404","AJU_MUT_ Escritório de Serviços Locais dos Álcoólicos Anônimos de Juiz de Fora","AJU_MUT_ ALANON Grupo Libertação",1,0,1,1,0,0,1,0,3,3,3,2,3,3,1,1,1,3,3,3,3,3,3,3,3,3,3,23,18,5,24,47,50,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,8,8,5,8,16,19,1,1,1
"405","EA_DQCT_ Associação Beneficente Cristã Restituir","AJU_MUT_ ALANON Grupo Libertação",1,0,1,0,0,0,0,0,3,3,3,3,3,1,1,2,2,3,3,3,3,3,3,2,3,3,1,24,17,7,23,47,48,1,0,1,0,0,0,0,0,1,1,1,1,1,-1,1,0,0,1,1,1,1,1,1,0,1,1,1,5,7,7,7,12,13,1,1,1
"406","UAP_URB_ Alto Grajaú","AJU_MUT_ ALANON Grupo Só Por Hoje",1,1,1,0,0,0,0,0,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,2,3,3,1,28,19,9,23,51,52,1,1,1,0,0,0,0,0,1,1,1,0,0,1,-1,-1,-1,1,1,1,1,1,1,0,1,1,1,1,5,9,7,8,9,1,1,1
"407","AJU_MUT_ Grupo A.A Primeiro Passo","AJU_MUT_ ALANON Grupo Só Por Hoje",1,1,0,1,0,1,1,1,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,4,24,19,5,24,48,52,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,9,9,5,8,17,21,1,1,1
"408","AJU_MUT_ Escritório de Serviços Locais dos Álcoólicos Anônimos de Juiz de Fora","AJU_MUT_ ALANON Grupo Só Por Hoje",1,0,1,1,0,0,1,0,3,3,3,2,3,3,1,1,1,3,3,3,3,3,3,3,3,3,3,23,18,5,24,47,50,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,8,8,5,8,16,19,1,1,1
"409","AJU_MUT_ Pastoral da Sobriedade","AJU_MUT_ GEVE",1,0,1,0,0,0,0,0,2,2,3,3,3,3,1,3,2,3,3,3,3,3,3,3,3,3,1,25,17,8,24,49,50,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,-1,0,1,1,1,1,1,1,1,1,1,1,4,7,8,8,12,13,1,1,1
"410","ENT_SOC_ Associação Beneficente e Cultural Amigos do Noivo (ABAN) (Matriz)","AJU_MUT_ GEVE",1,0,1,0,0,0,0,0,3,3,2,3,2,3,1,1,1,2,2,3,3,3,3,3,3,3,1,21,17,4,23,44,45,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,7,7,4,7,14,15,1,1,1
"411","AJU_MUT_ Grupo A.A Juiz de Fora (Sala de abordagem)","AJU_MUT_ Grupo A.A Juiz de Fora (Sala de abordagem)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"412","AJU_MUT_ Grupo A.A Primeiro Passo","AJU_MUT_ Grupo A.A Juiz de Fora (Sala de abordagem)",1,1,0,1,0,1,1,1,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,4,24,19,5,24,48,52,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,9,9,5,8,17,21,1,1,1
"413","AJU_MUT_ Escritório de Serviços Locais dos Álcoólicos Anônimos de Juiz de Fora","AJU_MUT_ Grupo A.A Juiz de Fora (Sala de abordagem)",1,0,1,1,0,0,1,0,3,3,3,2,3,3,1,1,1,3,3,3,3,3,3,3,3,3,3,23,18,5,24,47,50,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,8,8,5,8,16,19,1,1,1
"414","ASS_HOS_ Hospital Ana Nery","AJU_MUT_ Grupo A.A Juiz de Fora (Sala de abordagem)",1,1,0,0,1,1,0,0,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,2,28,21,7,24,52,54,1,1,0,0,1,1,0,0,1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,2,5,7,7,8,13,15,1,1,1
"415","AJU_MUT_ Grupo A.A Juiz de Fora (Sala de abordagem)","AJU_MUT_ Grupo A.A. Central",1,0,1,0,0,0,0,0,3,3,3,3,3,3,1,1,1,3,3,2,3,3,3,3,3,3,1,24,19,5,23,47,48,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,9,9,5,7,16,17,1,1,1
"416","AJU_MUT_ Grupo A.A. Central","AJU_MUT_ Grupo A.A. Central",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"417","AJU_MUT_ Grupo A.A Primeiro Passo","AJU_MUT_ Grupo A.A. Central",1,1,0,1,0,1,1,1,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,4,24,19,5,24,48,52,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,9,9,5,8,17,21,1,1,1
"418","AJU_MUT_ Escritório de Serviços Locais dos Álcoólicos Anônimos de Juiz de Fora","AJU_MUT_ Grupo A.A. Central",1,0,1,1,0,0,1,0,3,3,3,2,3,3,1,1,1,3,3,3,3,3,3,3,3,3,3,23,18,5,24,47,50,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,8,8,5,8,16,19,1,1,1
"419","EA_DQCT_ Vila Verde (Unidade Bromélias)","AJU_MUT_ Grupo A.A. Central",1,0,0,0,0,0,0,0,3,3,1,2,3,1,1,1,1,3,3,3,2,2,3,3,3,2,0,19,14,5,21,40,40,1,0,0,0,0,0,0,0,1,1,-1,0,1,-1,1,1,1,1,1,1,0,0,1,1,1,0,0,4,4,5,5,9,9,1,1,1
"420","EA_DQCT_ Centro de Recuperação Juiz de Fora Contra as Drogas","AJU_MUT_ Grupo A.A. Central",1,0,1,1,0,0,0,0,3,3,3,3,3,3,2,3,3,2,2,3,1,3,3,3,3,3,2,28,20,8,21,49,51,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,-1,-1,0,0,1,-1,1,1,1,1,1,2,4,8,8,5,9,11,1,1,1
"421","EA_DQCT_ Grupo de Apoio à Família e aos Dependentes Químicos – GAFADEQUI","AJU_MUT_ Grupo A.A. Central",1,0,1,0,0,1,0,0,3,3,3,3,3,2,1,1,1,3,3,3,3,3,2,2,3,3,2,23,18,5,22,45,47,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,2,8,8,5,6,14,16,1,1,1
"422","EA_DQCT_ Grupo de Apoio à Família e aos Dependentes Químicos – GAFADEQUI.1","AJU_MUT_ Grupo A.A. Central",1,0,1,1,0,1,0,0,3,3,1,1,3,3,1,1,1,2,2,3,1,3,2,2,3,3,3,19,15,4,19,38,41,1,0,1,1,0,1,0,0,1,1,-1,-1,1,1,1,1,1,0,0,1,-1,1,0,0,1,1,3,5,5,4,3,8,11,1,1,1
"423","CAPS_AD","AJU_MUT_ Grupo A.A. Central",1,1,1,0,0,0,0,0,3,3,3,3,3,3,1,1,1,2,2,2,1,2,2,2,3,3,1,23,19,4,17,40,41,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,-1,0,0,0,1,1,1,9,9,4,1,10,11,1,1,1
"424","CRAS_AS_ CRAS Oeste São Pedro","AJU_MUT_ Grupo A.A. Central",1,0,1,0,0,1,0,0,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,2,24,19,5,24,48,50,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,9,9,5,8,17,19,1,1,1
"425","ACO_INS_ Casa da Cidadania","AJU_MUT_ Grupo A.A. Central",1,0,0,0,0,0,0,0,3,3,3,3,3,3,1,1,1,3,3,3,2,3,3,3,3,3,0,24,19,5,23,47,47,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,9,9,5,7,16,16,1,1,1
"426","AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)","AJU_MUT_ Grupo A.A. Central",1,0,1,0,0,0,0,0,3,3,2,2,2,2,1,1,1,3,3,3,2,2,3,3,3,3,1,20,15,5,22,42,43,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,5,5,5,6,11,12,1,1,1
"427","UAP_URB_ Santo Antônio","AJU_MUT_ Grupo A.A. Libertação",1,0,1,0,0,0,0,0,1,1,3,1,1,1,1,1,1,3,3,3,3,2,3,3,3,3,1,14,9,5,23,37,38,1,0,1,0,0,0,0,0,-1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,0,1,1,1,1,1,-1,-1,5,7,6,7,1,1,1
"428","AJU_MUT_ ALANON Grupo Harmonia","AJU_MUT_ Grupo A.A. Libertação",1,0,0,1,0,0,1,0,2,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,2,23,18,5,24,47,49,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,8,8,5,8,16,18,1,1,1
"429","AJU_MUT_ Grupo A.A Juiz de Fora (Sala de abordagem)","AJU_MUT_ Grupo A.A. Libertação",1,0,1,0,0,0,0,0,3,3,3,3,3,3,1,1,1,3,3,2,3,3,3,3,3,3,1,24,19,5,23,47,48,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,9,9,5,7,16,17,1,1,1
"430","AJU_MUT_ Grupo A.A Primeiro Passo","AJU_MUT_ Grupo A.A. Libertação",1,1,0,1,0,1,1,1,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,4,24,19,5,24,48,52,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,9,9,5,8,17,21,1,1,1
"431","AJU_MUT_ Escritório de Serviços Locais dos Álcoólicos Anônimos de Juiz de Fora","AJU_MUT_ Grupo A.A. Libertação",1,0,1,1,0,0,1,0,3,3,3,2,3,3,1,1,1,3,3,3,3,3,3,3,3,3,3,23,18,5,24,47,50,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,8,8,5,8,16,19,1,1,1
"432","AJU_MUT_ Grupo A.A Juiz de Fora (Sala de abordagem)","AJU_MUT_ Grupo A.A. Reunidos",1,0,1,0,0,0,0,0,3,3,3,3,3,3,1,1,1,3,3,2,3,3,3,3,3,3,1,24,19,5,23,47,48,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,9,9,5,7,16,17,1,1,1
"433","AJU_MUT_ Grupo A.A Primeiro Passo","AJU_MUT_ Grupo A.A. Reunidos",1,1,0,1,0,1,1,1,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,4,24,19,5,24,48,52,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,9,9,5,8,17,21,1,1,1
"434","AJU_MUT_ Escritório de Serviços Locais dos Álcoólicos Anônimos de Juiz de Fora","AJU_MUT_ Grupo A.A. Reunidos",1,0,1,1,0,0,1,0,3,3,3,2,3,3,1,1,1,3,3,3,3,3,3,3,3,3,3,23,18,5,24,47,50,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,8,8,5,8,16,19,1,1,1
"435","ENT_SOC_ Casa São Camilo de Lelis","AJU_MUT_ Grupo A.A. Reunidos",1,0,0,1,0,1,0,0,3,3,2,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,2,23,18,5,24,47,49,1,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,8,8,5,8,16,18,1,1,1
"436","ASS_HOS_ Centro de Referência em Álcool e Drogas (RADCAS)  Hospital Universitário","AJU_MUT_ Grupo A.A. Reunidos",1,0,1,0,0,0,0,0,3,3,1,1,3,2,1,1,1,2,2,3,2,2,3,3,3,3,1,18,14,4,21,39,40,1,0,1,0,0,0,0,0,1,1,-1,-1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,4,4,4,5,9,10,1,1,1
"437","CRAS_AS_ CRAS Leste São Benedito","AJU_MUT_ Grupo A.A. Reunidos",1,0,1,0,0,0,0,0,2,3,1,3,1,1,1,1,2,3,3,3,2,3,3,3,3,3,1,18,12,6,23,41,42,1,0,1,0,0,0,0,0,0,1,-1,1,-1,-1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,2,6,7,8,9,1,1,1
"438","CRAS_AS_ CRAS Sudeste Costa Carvalho","AJU_MUT_ Grupo A.A. Reunidos",1,1,1,0,0,0,0,0,2,2,2,2,2,2,2,1,2,3,3,3,2,2,2,3,3,3,1,20,14,6,21,41,42,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,2,6,5,6,7,1,1,1
"439","AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)","AJU_MUT_ Grupo A.A. Reunidos",1,0,1,0,0,0,0,0,3,3,2,2,2,2,1,1,1,3,3,3,2,2,3,3,3,3,1,20,15,5,22,42,43,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,5,5,5,6,11,12,1,1,1
"440","UAP_URB_ Grama","AJU_MUT_ Grupo N.A. Glória",1,1,1,0,0,0,0,0,1,3,3,1,1,3,3,3,3,2,3,2,3,3,3,2,3,3,1,23,15,8,22,45,46,1,1,1,0,0,0,0,0,-1,1,1,-1,-1,1,-1,-1,-1,0,1,0,1,1,1,0,1,1,1,-3,1,8,6,3,4,1,1,1
"441","AJU_MUT_ Grupo A.A Primeiro Passo","AJU_MUT_ Grupo N.A. Glória",1,1,0,1,0,1,1,1,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,4,24,19,5,24,48,52,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,9,9,5,8,17,21,1,1,1
"442","EA_DQCT_ Associação Beneficente Cristã Restituir","AJU_MUT_ Grupo N.A. Glória",1,0,1,0,0,0,0,0,3,3,3,3,3,1,1,2,2,3,3,3,3,3,3,2,3,3,1,24,17,7,23,47,48,1,0,1,0,0,0,0,0,1,1,1,1,1,-1,1,0,0,1,1,1,1,1,1,0,1,1,1,5,7,7,7,12,13,1,1,1
"443","EA_DQCT_ Centro de Recuperação Juiz de Fora Contra as Drogas","AJU_MUT_ Grupo N.A. Glória",1,0,1,0,0,0,0,0,3,3,3,3,3,3,2,3,3,2,2,3,1,2,3,1,3,3,1,28,20,8,18,46,47,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,-1,-1,0,0,1,-1,0,1,-1,1,1,1,4,8,8,2,6,7,1,1,1
"444","EA_DQCT_ Centro de Recuperação SOS Vida","AJU_MUT_ Grupo N.A. Glória",1,0,1,0,0,1,0,0,1,3,1,2,1,3,3,3,3,3,3,3,1,3,3,3,3,3,2,23,14,9,22,45,47,1,0,1,0,0,1,0,0,-1,1,-1,0,-1,1,-1,-1,-1,1,1,1,-1,1,1,1,1,1,2,-4,0,9,6,2,4,1,1,1
"445","EA_DQCT_ Grupo de Apoio à Família e aos Dependentes Químicos – GAFADEQUI","AJU_MUT_ Grupo N.A. Glória",1,0,1,0,0,1,0,0,3,3,3,3,3,2,1,1,1,2,3,3,3,3,2,2,3,3,2,22,18,4,22,44,46,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,2,8,8,4,6,14,16,1,1,1
"446","EA_DQCT_ Grupo de Apoio à Família e aos Dependentes Químicos – GAFADEQUI.1","AJU_MUT_ Grupo N.A. Glória",1,0,1,0,0,1,0,0,3,3,1,1,3,3,1,1,1,2,2,3,1,3,2,2,3,3,2,19,15,4,19,38,40,1,0,1,0,0,1,0,0,1,1,-1,-1,1,1,1,1,1,0,0,1,-1,1,0,0,1,1,2,5,5,4,3,8,10,1,1,1
"447","ENT_SOC_ Associação Beneficente e Cultural Amigos do Noivo (ABAN) (Matriz)","AJU_MUT_ Grupo N.A. Glória",1,0,1,0,0,0,0,0,2,3,2,2,2,3,1,1,1,2,2,2,2,3,2,2,3,3,1,19,15,4,19,38,39,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,5,5,4,3,8,9,1,1,1
"448","CAPS_AD","AJU_MUT_ Grupo N.A. Glória",1,1,1,0,0,0,0,0,1,3,3,3,3,3,1,1,1,2,2,2,1,2,2,2,3,3,1,21,17,4,17,38,39,1,1,1,0,0,0,0,0,-1,1,1,1,1,1,1,1,1,0,0,0,-1,0,0,0,1,1,1,7,7,4,1,8,9,1,1,1
"449","CRAS_AS_ CRAS Sudeste Costa Carvalho","AJU_MUT_ Grupo N.A. Glória",1,1,1,0,0,0,0,1,2,2,2,2,2,2,2,1,2,3,3,3,2,2,2,3,3,3,2,20,14,6,21,41,43,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,2,1,2,6,5,6,8,1,1,1
"450","AJU_MUT_ Grupo A.A Primeiro Passo","AJU_MUT_ Grupo N.A. Libertação",1,1,0,1,0,1,1,1,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,4,24,19,5,24,48,52,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,9,9,5,8,17,21,1,1,1
"451","EA_DQCT_ Centro de Tratamento Deville","AJU_MUT_ Grupo N.A. Libertação",1,0,1,0,1,1,1,0,3,3,3,3,3,3,1,3,1,3,3,2,1,2,3,3,3,3,4,26,19,7,20,46,50,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,-1,1,1,1,0,-1,0,1,1,1,1,4,7,9,7,4,11,15,1,1,1
"452","EA_DQCT_ Centro de Recuperação SOS Vida","AJU_MUT_ Grupo N.A. Libertação",1,0,1,0,0,1,0,0,2,3,1,2,1,3,3,3,3,3,3,3,1,3,3,3,3,3,2,24,15,9,22,46,48,1,0,1,0,0,1,0,0,0,1,-1,0,-1,1,-1,-1,-1,1,1,1,-1,1,1,1,1,1,2,-3,1,9,6,3,5,1,1,1
"453","CRAS_AS_ CRAS Sudeste Costa Carvalho","AJU_MUT_ Grupo N.A. Libertação",1,1,1,0,0,0,0,1,2,2,2,2,2,2,2,1,2,3,3,3,2,2,2,3,3,3,2,20,14,6,21,41,43,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,2,1,2,6,5,6,8,1,1,1
